kode_wilayah,wilayah,judul_data,tahun,nilai
9426,Waropen,Pengeluaran Konsumsi Rumah Tangga,2012,693.7
6571,Kota Tarakan,Pembentukan Modal Tetap Bruto,2017,7383.13
7415,Buton Selatan,Pembentukan Modal Tetap Bruto,2020,1104.33
7372,Kota Parepare,Net Ekspor,2019,-792.6
7111,Bolaang Mongondow Timur,Net Ekspor,2016,155.0
7403,Konawe,Pengeluaran Konsumsi LNPRT,2014,74.72
1117,Bener Meriah,Pembentukan Modal Tetap Bruto,2011,1312.62
9602,Dogiyai,Pengeluaran Konsumsi LNPRT,2019,30.62
1271,Kota Sibolga,PDRB,2013,3057.12
9203,Sorong Selatan,Pengeluaran Konsumsi Pemerintah,2021,730.22
3375,Kota Pekalongan,Pengeluaran Konsumsi Rumah Tangga,2021,7585.83
1505,Muaro Jambi,Pengeluaran Konsumsi Pemerintah,2014,1319.72
1801,Lampung Barat,Perubahan Inventori,2017,24.19
5201,Lombok Barat,Perubahan Inventori,2013,5.94
1224,Nias Utara,Pembentukan Modal Tetap Bruto,2019,1098.0
1405,Siak,Net Ekspor,2017,41395.59
1673,Kota Pagar Alam,Pembentukan Modal Tetap Bruto,2010,679.53
1701,Bengkulu Selatan,Pembentukan Modal Tetap Bruto,2015,1589.78
3376,Kota Tegal,Pengeluaran Konsumsi Pemerintah,2020,1318.49
1502,Merangin,Pengeluaran Konsumsi Pemerintah,2019,1222.13
9607,Puncak,PDRB,2023,1662.45
5319,Manggarai Timur,Perubahan Inventori,2015,17.85
5305,Timor Tengah Utara,PDRB,2012,2247.1
7312,Soppeng,Perubahan Inventori,2018,49.94
9608,Puncak Jaya,Pengeluaran Konsumsi Rumah Tangga,2015,862.12
1206,Toba Samosir,Net Ekspor,2017,324.58
1809,Pesawaran,Pengeluaran Konsumsi Pemerintah,2015,906.37
9104,Teluk Bintuni,PDRB,2017,25877.17
5306,Belu,PDRB,2019,4482.25
1113,Gayo Lues,Pengeluaran Konsumsi Rumah Tangga,2012,909.44
7310,Barru,Pembentukan Modal Tetap Bruto,2019,3351.95
1214,Nias Selatan,Net Ekspor,2013,-872.51
8201,Halmahera Barat,Pengeluaran Konsumsi LNPRT,2011,34.94
7604,Mamuju,Net Ekspor,2020,-320.62
5304,Timor Tengah Selatan,Pengeluaran Konsumsi LNPRT,2023,197.71
6112,Kubu Raya,PDRB,2019,29105.09
1118,Pidie Jaya,Perubahan Inventori,2016,21.28
8101,Maluku Tenggara Barat,Pengeluaran Konsumsi Pemerintah,2023,1127.78
3515,Sidoarjo,Pengeluaran Konsumsi LNPRT,2013,1351.67
6110,Melawi,Pengeluaran Konsumsi Pemerintah,2014,835.99
7313,Wajo,Perubahan Inventori,2012,256.21
3574,Kota Probolinggo,Net Ekspor,2011,-561.26
1704,Kaur,Perubahan Inventori,2020,22.97
7406,Bombana,Pengeluaran Konsumsi Pemerintah,2021,767.12
3526,Bangkalan,Pengeluaran Konsumsi LNPRT,2020,265.36
7409,Buton Utara,Pembentukan Modal Tetap Bruto,2020,1219.58
6105,Sanggau,Pengeluaran Konsumsi Rumah Tangga,2019,11340.35
1219,Batu Bara,PDRB,2016,27554.61
7109,Minahasa Tenggara,Pengeluaran Konsumsi Rumah Tangga,2024,4110.11
3306,Purworejo,PDRB,2023,23188.03
6209,Katingan,Perubahan Inventori,2013,-36.78
1609,Ogan Komering Ulu Timur,Pengeluaran Konsumsi LNPRT,2017,147.86
7111,Bolaang Mongondow Timur,Pengeluaran Konsumsi Rumah Tangga,2023,1914.94
3217,Bandung Barat,Pengeluaran Konsumsi Pemerintah,2017,2708.6
6203,Kapuas,Pengeluaran Konsumsi LNPRT,2011,101.73
1608,Ogan Komering Ulu Selatan,Net Ekspor,2013,-987.85
3572,Kota Blitar,Pengeluaran Konsumsi Pemerintah,2012,1044.08
6211,Gunung Mas,Pengeluaran Konsumsi LNPRT,2015,73.06
7206,Toli-Toli,Pembentukan Modal Tetap Bruto,2014,1394.41
1311,Dharmasraya,Pengeluaran Konsumsi LNPRT,2019,110.04
3272,Kota Sukabumi,Pengeluaran Konsumsi Pemerintah,2011,781.44
3277,Kota Cimahi,PDRB,2017,26580.08
1409,Rokan Hilir,Pembentukan Modal Tetap Bruto,2011,3745.67
8101,Maluku Tenggara Barat,Pengeluaran Konsumsi Pemerintah,2018,1309.71
8205,Halmahera Utara,PDRB,2021,6005.64
3322,Semarang,Pengeluaran Konsumsi Rumah Tangga,2014,20032.95
3572,Kota Blitar,Pembentukan Modal Tetap Bruto,2014,905.93
7106,Minahasa Utara,Net Ekspor,2016,478.4
1602,Ogan Komering Ilir,Pengeluaran Konsumsi LNPRT,2017,381.1
8103,Maluku Tengah,PDRB,2017,7554.92
3510,Banyuwangi,Pengeluaran Konsumsi Rumah Tangga,2017,47335.36
3321,Demak,Net Ekspor,2011,-3288.5
7208,Parigi Moutong,Pengeluaran Konsumsi Rumah Tangga,2024,14226.79
7104,Kepulauan Talaud,Pengeluaran Konsumsi Pemerintah,2013,560.81
3402,Bantul,Perubahan Inventori,2020,214.6
7408,Kolaka Utara,Pembentukan Modal Tetap Bruto,2010,1387.38
7412,Konawe Kepulauan,Pengeluaran Konsumsi LNPRT,2014,10.73
7407,Wakatobi,Net Ekspor,2020,-73.78
8202,Halmahera Tengah,Pengeluaran Konsumsi Rumah Tangga,2011,393.15
7310,Barru,Perubahan Inventori,2020,14.87
3321,Demak,Pembentukan Modal Tetap Bruto,2014,4478.13
1276,Kota Binjai,Pengeluaran Konsumsi LNPRT,2019,176.26
6309,Tabalong,Net Ekspor,2018,8166.85
1608,Ogan Komering Ulu Selatan,Pembentukan Modal Tetap Bruto,2018,2703.63
1471,Kota Pekanbaru,PDRB,2015,83663.98
1601,Ogan Komering Ulu,Net Ekspor,2020,-2605.3
1206,Toba Samosir,Net Ekspor,2021,630.46
6172,Kota Singkawang,Pengeluaran Konsumsi Pemerintah,2010,555.08
9705,Mamberamo Tengah,PDRB,2020,1213.55
5206,Bima,Pengeluaran Konsumsi Rumah Tangga,2017,7216.36
1701,Bengkulu Selatan,Pengeluaran Konsumsi LNPRT,2014,103.89
1408,Bengkalis,Pengeluaran Konsumsi Pemerintah,2011,1926.97
5271,Kota Mataram,Pengeluaran Konsumsi LNPRT,2023,328.65
7314,Sidenreng Rappang,Net Ekspor,2015,-851.57
1372,Kota Solok,Pengeluaran Konsumsi Rumah Tangga,2014,1387.15
5171,Kota Denpasar,PDRB,2014,34209.87
7203,Morowali,Pembentukan Modal Tetap Bruto,2022,66841.5
9101,Fakfak,Pengeluaran Konsumsi Rumah Tangga,2014,1741.44
1905,Bangka Selatan,PDRB,2023,11344.11
1108,Aceh Besar,Pengeluaran Konsumsi Pemerintah,2019,2255.58
3305,Kebumen,Perubahan Inventori,2019,520.8
6504,Nunukan,Pengeluaran Konsumsi Rumah Tangga,2013,2526.62
1117,Bener Meriah,Pengeluaran Konsumsi Pemerintah,2011,548.18
5272,Kota Bima,Pengeluaran Konsumsi LNPRT,2022,91.95
1111,Aceh Utara,PDRB,2012,19746.32
3208,Kuningan,Pengeluaran Konsumsi Pemerintah,2024,3597.3
5319,Manggarai Timur,Pengeluaran Konsumsi Pemerintah,2013,509.49
5321,Malaka,Pembentukan Modal Tetap Bruto,2012,564.51
1222,Labuhan Batu Selatan,Pembentukan Modal Tetap Bruto,2019,7422.85
9701,Nduga,Pengeluaran Konsumsi LNPRT,2014,1.94
5103,Badung,Pengeluaran Konsumsi LNPRT,2013,169.04
7105,Minahasa Selatan,Pengeluaran Konsumsi Pemerintah,2018,1346.56
7403,Konawe,Pengeluaran Konsumsi Pemerintah,2020,1412.49
3305,Kebumen,Pengeluaran Konsumsi LNPRT,2022,598.12
1105,Aceh Timur,Pengeluaran Konsumsi Pemerintah,2023,1571.54
1101,Simeulue,Pembentukan Modal Tetap Bruto,2023,1214.84
3673,Kota Serang,PDRB,2020,31666.09
8272,Kota Tidore Kepulauan,Pembentukan Modal Tetap Bruto,2015,447.02
6211,Gunung Mas,Pengeluaran Konsumsi LNPRT,2022,135.3
3274,Kota Cirebon,Pengeluaran Konsumsi Rumah Tangga,2013,7199.71
1372,Kota Solok,Net Ekspor,2024,559.26
1610,Ogan Ilir,Net Ekspor,2022,-324.08
1808,Tulangbawang,Net Ekspor,2024,-766.6
1215,Humbang Hasundutan,Net Ekspor,2010,-19.15
3212,Indramayu,Net Ekspor,2010,22340.04
9703,Lanny Jaya,Perubahan Inventori,2011,-6.25
1803,Lampung Selatan,Perubahan Inventori,2023,343.2
1304,Sijunjung,Pengeluaran Konsumsi Pemerintah,2017,884.67
7304,Jeneponto,Pengeluaran Konsumsi LNPRT,2021,267.09
1605,Musi Rawas,Perubahan Inventori,2018,151.98
3204,Bandung,Pembentukan Modal Tetap Bruto,2012,13733.57
1405,Siak,Pengeluaran Konsumsi Rumah Tangga,2017,17890.85
7325,Luwu Timur,Pengeluaran Konsumsi Rumah Tangga,2022,10847.48
7105,Minahasa Selatan,Pengeluaran Konsumsi Rumah Tangga,2011,2206.32
7308,Maros,Net Ekspor,2022,2138.02
1272,Kota Tanjung Balai,Net Ekspor,2010,-268.32
1705,Seluma,PDRB,2017,3840.07
3674,Kota Tangerang Selatan,Net Ekspor,2012,-16084.28
8204,Halmahera Selatan,Perubahan Inventori,2013,53.02
3375,Kota Pekalongan,Pengeluaran Konsumsi Pemerintah,2017,943.98
7303,Bantaeng,Pengeluaran Konsumsi LNPRT,2015,95.34
9101,Fakfak,Net Ekspor,2011,-1127.72
5106,Bangli,Pengeluaran Konsumsi LNPRT,2022,138.43
6104,Mempawah,Pengeluaran Konsumsi Pemerintah,2011,721.97
8202,Halmahera Tengah,Net Ekspor,2011,-92.41
3326,Pekalongan,Pengeluaran Konsumsi Pemerintah,2018,1797.04
1603,Muara Enim,Pengeluaran Konsumsi Pemerintah,2024,3113.14
9701,Nduga,Net Ekspor,2018,-790.3
3674,Kota Tangerang Selatan,Net Ekspor,2019,-16379.46
1901,Bangka,Pengeluaran Konsumsi Pemerintah,2020,1297.55
7415,Buton Selatan,PDRB,2013,0.0
1309,Pasaman,Pembentukan Modal Tetap Bruto,2023,3479.1
1377,Kota Pariaman,Pengeluaran Konsumsi LNPRT,2024,77.89
1223,Labuhan Batu Utara,Pengeluaran Konsumsi Rumah Tangga,2016,9144.78
1605,Musi Rawas,Pembentukan Modal Tetap Bruto,2023,5702.13
3525,Gresik,Pembentukan Modal Tetap Bruto,2010,12822.33
1174,Kota Lhokseumawe,Pengeluaran Konsumsi LNPRT,2011,49.64
1222,Labuhan Batu Selatan,Pengeluaran Konsumsi Pemerintah,2011,505.79
5301,Sumba Barat,Pengeluaran Konsumsi LNPRT,2015,53.74
8202,Halmahera Tengah,PDRB,2021,9667.27
9202,Sorong,Pembentukan Modal Tetap Bruto,2019,2022.26
1220,Padang Lawas Utara,Perubahan Inventori,2010,86.45
1116,Aceh Jaya,Pengeluaran Konsumsi Rumah Tangga,2012,819.92
2103,Natuna,Perubahan Inventori,2017,7.31
3171,Kota Jakarta Selatan,Perubahan Inventori,2021,-42.29
9428,Mamberamo Raya,Pembentukan Modal Tetap Bruto,2015,529.88
6504,Nunukan,PDRB,2012,12151.83
1375,Kota Bukittinggi,PDRB,2017,7453.11
3173,Kota Jakarta Pusat,Pengeluaran Konsumsi Pemerintah,2016,149472.39
1473,Kota Dumai,Pengeluaran Konsumsi Rumah Tangga,2011,5810.26
6404,Kutai Timur,Pengeluaran Konsumsi LNPRT,2014,214.24
1307,Agam,Pengeluaran Konsumsi Pemerintah,2013,1165.5
6205,Barito Utara,Pengeluaran Konsumsi Pemerintah,2021,1077.55
3514,Pasuruan,Pengeluaran Konsumsi LNPRT,2014,700.64
6503,Tana Tidung,Pengeluaran Konsumsi LNPRT,2023,97.67
1903,Bangka Barat,PDRB,2019,14157.2
9601,Mimika,Pengeluaran Konsumsi LNPRT,2014,169.39
6404,Kutai Timur,PDRB,2018,127935.4
7204,Poso,Pengeluaran Konsumsi Rumah Tangga,2014,3450.65
3303,Purbalingga,Net Ekspor,2015,-948.82
8208,Pulau Taliabu,Pengeluaran Konsumsi LNPRT,2023,2.94
7205,Donggala,Pengeluaran Konsumsi LNPRT,2015,113.01
5171,Kota Denpasar,Pembentukan Modal Tetap Bruto,2013,11351.35
3372,Kota Surakarta,Pembentukan Modal Tetap Bruto,2017,27798.72
6104,Mempawah,Pengeluaran Konsumsi Rumah Tangga,2024,6801.83
1116,Aceh Jaya,Pengeluaran Konsumsi LNPRT,2022,64.54
3326,Pekalongan,Perubahan Inventori,2021,412.45
9428,Mamberamo Raya,Net Ekspor,2023,-1011.85
1810,Pringsewu,Perubahan Inventori,2017,183.98
9203,Sorong Selatan,Perubahan Inventori,2010,40.77
1403,Indragiri Hilir,Pengeluaran Konsumsi Pemerintah,2021,1802.73
6372,Kota Banjar Baru,Pengeluaran Konsumsi LNPRT,2010,70.16
1307,Agam,Pengeluaran Konsumsi Rumah Tangga,2015,8320.73
7204,Poso,Pengeluaran Konsumsi Pemerintah,2024,2401.45
1377,Kota Pariaman,Pembentukan Modal Tetap Bruto,2019,1411.15
3311,Sukoharjo,Pengeluaran Konsumsi Rumah Tangga,2023,31519.5
7171,Kota Manado,Pengeluaran Konsumsi Rumah Tangga,2016,12079.51
9103,Teluk Wondama,Perubahan Inventori,2013,44.43
5205,Dompu,Perubahan Inventori,2023,16.64
7408,Kolaka Utara,Net Ekspor,2011,-22.26
9103,Teluk Wondama,PDRB,2024,1856.1
6207,Lamandau,Pembentukan Modal Tetap Bruto,2018,2246.5
5311,Ende,Pembentukan Modal Tetap Bruto,2011,1132.21
1217,Samosir,PDRB,2019,4434.72
8103,Maluku Tengah,Pengeluaran Konsumsi LNPRT,2024,377.62
3520,Magetan,Pembentukan Modal Tetap Bruto,2024,5681.73
1674,Kota Lubuklinggau,Net Ekspor,2022,-1345.12
2172,Kota Tanjung Pinang,Pengeluaran Konsumsi Pemerintah,2012,2298.28
3322,Semarang,PDRB,2014,33160.76
1223,Labuhan Batu Utara,PDRB,2010,10567.66
3316,Blora,Pengeluaran Konsumsi Rumah Tangga,2021,17725.89
5311,Ende,Pembentukan Modal Tetap Bruto,2013,1454.31
7171,Kota Manado,PDRB,2020,36618.4
7205,Donggala,PDRB,2011,5915.2
9704,Tolikara,PDRB,2017,1346.82
6202,Kotawaringin Timur,Pengeluaran Konsumsi Rumah Tangga,2020,10394.45
9205,Tambrauw,Perubahan Inventori,2024,-70.43
6404,Kutai Timur,PDRB,2019,133873.51
5318,Nagekeo,Perubahan Inventori,2010,40.29
6402,Kutai Barat,Pengeluaran Konsumsi Rumah Tangga,2015,3386.23
1371,Kota Padang,Perubahan Inventori,2011,175.75
8101,Maluku Tenggara Barat,PDRB,2016,2108.96
3526,Bangkalan,Net Ekspor,2020,-3373.54
1217,Samosir,Perubahan Inventori,2013,135.87
6309,Tabalong,Pengeluaran Konsumsi Pemerintah,2015,1302.28
1377,Kota Pariaman,PDRB,2014,3406.27
9602,Dogiyai,Pembentukan Modal Tetap Bruto,2012,257.7
1175,Kota Subulussalam,Pembentukan Modal Tetap Bruto,2013,568.77
8104,Buru,Pembentukan Modal Tetap Bruto,2013,603.35
7101,Bolaang Mongondow,Pengeluaran Konsumsi Rumah Tangga,2020,3689.17
8203,Kepulauan Sula,Perubahan Inventori,2023,-14.53
7304,Jeneponto,PDRB,2017,8614.6
3508,Lumajang,PDRB,2021,33678.62
5171,Kota Denpasar,Perubahan Inventori,2018,152.41
1374,Kota Padang Panjang,Perubahan Inventori,2015,3.62
6571,Kota Tarakan,Net Ekspor,2013,6911.96
3327,Pemalang,Net Ekspor,2015,-2014.07
7206,Toli-Toli,Pembentukan Modal Tetap Bruto,2019,2808.07
6311,Balangan,PDRB,2016,9418.51
7373,Kota Palopo,Pengeluaran Konsumsi Pemerintah,2013,631.62
3604,Serang,Pengeluaran Konsumsi Pemerintah,2022,2429.79
1708,Kepahiang,Net Ekspor,2022,-1299.87
7503,Pohuwato,Net Ekspor,2018,212.49
1408,Bengkalis,PDRB,2021,139613.5
2103,Natuna,Net Ekspor,2022,13965.12
9607,Puncak,Pembentukan Modal Tetap Bruto,2017,601.63
3575,Kota Pasuruan,Net Ekspor,2013,-659.34
5271,Kota Mataram,PDRB,2019,19477.38
3517,Jombang,Pengeluaran Konsumsi Rumah Tangga,2024,40536.72
3522,Bojonegoro,Net Ekspor,2010,10863.43
3513,Probolinggo,Pengeluaran Konsumsi LNPRT,2019,325.74
9608,Puncak Jaya,Pengeluaran Konsumsi LNPRT,2019,45.2
1806,Lampung Utara,Net Ekspor,2022,-1290.08
5207,Sumbawa Barat,Perubahan Inventori,2018,461.32
3271,Kota Bogor,Pembentukan Modal Tetap Bruto,2023,19739.33
7405,Konawe Selatan,Pengeluaran Konsumsi Rumah Tangga,2019,6576.36
1902,Belitung,Pengeluaran Konsumsi LNPRT,2013,37.72
7372,Kota Parepare,Pengeluaran Konsumsi Pemerintah,2016,902.93
1219,Batu Bara,Pembentukan Modal Tetap Bruto,2024,8783.42
7402,Muna,Pembentukan Modal Tetap Bruto,2012,1813.92
6372,Kota Banjar Baru,Perubahan Inventori,2014,-41.34
1305,Tanah Datar,Pembentukan Modal Tetap Bruto,2013,2464.54
6206,Sukamara,Pembentukan Modal Tetap Bruto,2021,1939.14
6472,Kota Samarinda,Net Ekspor,2019,-229.32
9426,Waropen,Pembentukan Modal Tetap Bruto,2022,1165.36
3302,Banyumas,Perubahan Inventori,2013,1712.65
7403,Konawe,Pembentukan Modal Tetap Bruto,2024,3961.16
1108,Aceh Besar,Pengeluaran Konsumsi Pemerintah,2012,1248.79
3318,Pati,Net Ekspor,2016,-1871.94
1971,Kota Pangkal Pinang,Net Ekspor,2024,1079.91
3523,Tuban,Net Ekspor,2012,134.15
8109,Buru Selatan,Pembentukan Modal Tetap Bruto,2021,792.34
8271,Kota Ternate,Pengeluaran Konsumsi Pemerintah,2014,2278.68
9419,Sarmi,Pengeluaran Konsumsi Pemerintah,2024,1162.74
3312,Wonogiri,Perubahan Inventori,2016,-48.1
1407,Rokan Hulu,Pengeluaran Konsumsi Rumah Tangga,2023,30319.68
1704,Kaur,Perubahan Inventori,2023,-20.97
5307,Alor,Perubahan Inventori,2017,19.36
3516,Mojokerto,Pengeluaran Konsumsi LNPRT,2011,441.23
5207,Sumbawa Barat,Pengeluaran Konsumsi Rumah Tangga,2019,3524.86
7402,Muna,Pengeluaran Konsumsi LNPRT,2011,51.8
7202,Banggai,Pengeluaran Konsumsi Rumah Tangga,2023,13372.5
1214,Nias Selatan,Net Ekspor,2021,-2914.97
1872,Kota Metro,Pengeluaran Konsumsi Rumah Tangga,2017,3959.04
3574,Kota Probolinggo,PDRB,2022,12931.38
7371,Kota Makasar,Pengeluaran Konsumsi LNPRT,2020,3239.76
8103,Maluku Tengah,Pengeluaran Konsumsi LNPRT,2020,249.37
3521,Ngawi,Net Ekspor,2021,-1460.97
9420,Keerom,Pengeluaran Konsumsi Rumah Tangga,2021,2192.29
9103,Teluk Wondama,Pengeluaran Konsumsi LNPRT,2016,22.07
3274,Kota Cirebon,Perubahan Inventori,2021,-571.89
3376,Kota Tegal,Pengeluaran Konsumsi LNPRT,2014,88.75
3322,Semarang,Perubahan Inventori,2021,435.77
1110,Bireuen,PDRB,2017,11410.92
3206,Tasikmalaya,Pengeluaran Konsumsi Rumah Tangga,2022,35532.31
1671,Kota Palembang,Pembentukan Modal Tetap Bruto,2018,66480.1
3513,Probolinggo,Pengeluaran Konsumsi LNPRT,2018,303.28
9501,Merauke,Pengeluaran Konsumsi Rumah Tangga,2018,9954.83
3513,Probolinggo,Pengeluaran Konsumsi Rumah Tangga,2021,24572.45
5307,Alor,Pengeluaran Konsumsi LNPRT,2020,95.55
1104,Aceh Tenggara,Pembentukan Modal Tetap Bruto,2015,998.02
1671,Kota Palembang,Pengeluaran Konsumsi Rumah Tangga,2010,42092.09
1101,Simeulue,Pengeluaran Konsumsi Pemerintah,2023,854.81
6309,Tabalong,PDRB,2020,17742.46
7205,Donggala,Perubahan Inventori,2017,163.82
3512,Situbondo,PDRB,2014,13338.82
1376,Kota Payakumbuh,Net Ekspor,2018,451.02
1604,Lahat,Perubahan Inventori,2022,6.94
1210,Dairi,Pembentukan Modal Tetap Bruto,2017,2188.83
1108,Aceh Besar,Net Ekspor,2011,-1472.71
1371,Kota Padang,Net Ekspor,2019,1000.34
1671,Kota Palembang,Net Ekspor,2010,-14836.22
1271,Kota Sibolga,Pengeluaran Konsumsi Pemerintah,2012,455.67
1224,Nias Utara,Pengeluaran Konsumsi Rumah Tangga,2017,2408.8
8107,Seram Bagian Timur,Pembentukan Modal Tetap Bruto,2017,889.06
1471,Kota Pekanbaru,Pembentukan Modal Tetap Bruto,2016,83649.46
3471,Kota Yogyakarta,Pembentukan Modal Tetap Bruto,2021,9930.35
6201,Kotawaringin Barat,PDRB,2013,10306.88
1806,Lampung Utara,Perubahan Inventori,2015,2.45
8203,Kepulauan Sula,Pengeluaran Konsumsi Pemerintah,2020,578.15
1811,Mesuji,Net Ekspor,2012,-47.45
3528,Pamekasan,Net Ekspor,2014,-2911.67
6411,Mahakam Ulu,Pengeluaran Konsumsi Rumah Tangga,2010,233.99
3575,Kota Pasuruan,Pengeluaran Konsumsi LNPRT,2014,136.48
3375,Kota Pekalongan,Pengeluaran Konsumsi LNPRT,2019,140.02
1205,Tapanuli Utara,PDRB,2014,5429.33
6108,Kapuas Hulu,Perubahan Inventori,2017,29.18
1307,Agam,Pengeluaran Konsumsi Rumah Tangga,2020,11189.36
1407,Rokan Hulu,Pengeluaran Konsumsi Pemerintah,2019,1590.74
3573,Kota Malang,Pembentukan Modal Tetap Bruto,2014,15455.03
1702,Rejang Lebong,Pengeluaran Konsumsi Rumah Tangga,2013,3478.66
3518,Nganjuk,Perubahan Inventori,2016,572.84
1506,Tanjung Jabung Timur,Perubahan Inventori,2020,140.69
7604,Mamuju,Perubahan Inventori,2024,372.89
5310,Sikka,Pengeluaran Konsumsi LNPRT,2017,138.7
5208,Lombok Utara,Net Ekspor,2012,-1456.0
5310,Sikka,Pembentukan Modal Tetap Bruto,2019,2370.0
3210,Majalengka,Perubahan Inventori,2010,695.75
3527,Sampang,Perubahan Inventori,2023,5.21
6307,Hulu Sungai Tengah,PDRB,2024,9366.01
5371,Kota Kupang,Pengeluaran Konsumsi LNPRT,2012,432.69
1207,Labuhan Batu,Pengeluaran Konsumsi Rumah Tangga,2010,6600.25
9704,Tolikara,Pengeluaran Konsumsi Rumah Tangga,2018,1259.54
3310,Klaten,Pengeluaran Konsumsi LNPRT,2019,658.56
7111,Bolaang Mongondow Timur,Perubahan Inventori,2010,0.36
3521,Ngawi,PDRB,2021,20814.46
6102,Bengkayang,Pembentukan Modal Tetap Bruto,2020,2630.66
3201,Bogor,PDRB,2011,104476.9
1277,Kota Padangsidimpuan,PDRB,2015,4424.51
1373,Kota Sawah Lunto,Pengeluaran Konsumsi Pemerintah,2017,615.49
3320,Jepara,PDRB,2015,22096.35
7409,Buton Utara,Pengeluaran Konsumsi Rumah Tangga,2024,1921.19
6205,Barito Utara,Net Ekspor,2024,934.94
3302,Banyumas,Pengeluaran Konsumsi Rumah Tangga,2020,35870.46
5312,Ngada,Pengeluaran Konsumsi Pemerintah,2024,867.38
1606,Musi Banyuasin,PDRB,2021,72643.72
6203,Kapuas,PDRB,2021,18695.94
3215,Karawang,Net Ekspor,2020,90878.72
9708,Pegunungan Bintang,Pembentukan Modal Tetap Bruto,2012,423.05
3328,Tegal,Pengeluaran Konsumsi LNPRT,2021,544.26
1611,Empat Lawang,Perubahan Inventori,2016,175.48
6271,Kota Palangka Raya,Net Ekspor,2010,-1934.44
7504,Bone Bolango,PDRB,2019,4578.25
9607,Puncak,Pengeluaran Konsumsi Pemerintah,2012,233.83
1275,Kota Medan,Pembentukan Modal Tetap Bruto,2015,70322.14
7271,Kota Palu,Pengeluaran Konsumsi Rumah Tangga,2019,14978.21
9471,Kota Jayapura,Perubahan Inventori,2022,44.42
9504,Asmat,Pengeluaran Konsumsi Pemerintah,2018,1148.97
6211,Gunung Mas,Pengeluaran Konsumsi Rumah Tangga,2015,2099.54
3215,Karawang,Pengeluaran Konsumsi Rumah Tangga,2020,88952.25
5103,Badung,Pengeluaran Konsumsi Rumah Tangga,2016,19303.78
3374,Kota Semarang,Pengeluaran Konsumsi Rumah Tangga,2016,64451.38
7406,Bombana,Pembentukan Modal Tetap Bruto,2018,1832.79
1906,Belitung Timur,Pengeluaran Konsumsi LNPRT,2012,23.72
1402,Indragiri Hulu,Pembentukan Modal Tetap Bruto,2011,8025.39
1612,Penukal Abab Lematang Ilir,Pengeluaran Konsumsi Pemerintah,2021,360.21
8205,Halmahera Utara,Pengeluaran Konsumsi Rumah Tangga,2024,4033.62
9104,Teluk Bintuni,Net Ekspor,2010,15491.92
1219,Batu Bara,Pembentukan Modal Tetap Bruto,2019,6683.98
3527,Sampang,Perubahan Inventori,2012,0.01
3514,Pasuruan,Pembentukan Modal Tetap Bruto,2013,27942.64
1273,Kota Pematang Siantar,PDRB,2017,12443.96
3316,Blora,Pengeluaran Konsumsi Rumah Tangga,2016,13512.08
7404,Kolaka,Pengeluaran Konsumsi LNPRT,2021,165.57
6471,Kota Balikpapan,Pengeluaran Konsumsi Pemerintah,2016,2960.49
6304,Barito Kuala,Pengeluaran Konsumsi Pemerintah,2024,1689.23
8104,Buru,Pengeluaran Konsumsi Pemerintah,2021,1052.61
3317,Rembang,Pengeluaran Konsumsi Pemerintah,2022,1630.2
1374,Kota Padang Panjang,Net Ekspor,2021,-110.61
3516,Mojokerto,Pembentukan Modal Tetap Bruto,2018,22309.21
1672,Kota Prabumulih,Pengeluaran Konsumsi Pemerintah,2016,820.21
1309,Pasaman,Net Ekspor,2020,288.23
1405,Siak,PDRB,2013,82129.72
6401,Paser,Pembentukan Modal Tetap Bruto,2011,5041.98
6208,Seruyan,PDRB,2013,5255.48
6202,Kotawaringin Timur,Perubahan Inventori,2014,219.21
7602,Polewali Mandar,Perubahan Inventori,2014,148.44
8106,Seram Bagian Barat,Net Ekspor,2013,-1476.2
3502,Ponorogo,Pengeluaran Konsumsi Rumah Tangga,2012,8426.06
1704,Kaur,Pengeluaran Konsumsi Rumah Tangga,2014,1430.73
1101,Simeulue,Net Ekspor,2017,-1246.24
1102,Aceh Singkil,Net Ekspor,2022,-698.49
1903,Bangka Barat,Net Ekspor,2015,3505.86
3312,Wonogiri,Pembentukan Modal Tetap Bruto,2021,6544.43
3576,Kota Mojokerto,Net Ekspor,2010,-795.21
3307,Wonosobo,Pengeluaran Konsumsi Pemerintah,2022,1562.14
3306,Purworejo,Pengeluaran Konsumsi LNPRT,2023,474.44
7110,Bolaang Mongondow Selatan,Perubahan Inventori,2024,0.04
1871,Kota Bandar Lampung,Perubahan Inventori,2010,-438.52
3579,Kota Batu,Pengeluaran Konsumsi Rumah Tangga,2011,5164.81
7305,Takalar,Pengeluaran Konsumsi LNPRT,2017,135.86
5317,Sumba Barat Daya,Net Ekspor,2017,-1261.17
1113,Gayo Lues,Pembentukan Modal Tetap Bruto,2020,1155.36
1305,Tanah Datar,Net Ekspor,2016,-312.14
3673,Kota Serang,Pembentukan Modal Tetap Bruto,2024,15619.09
3273,Kota Bandung,Net Ekspor,2023,9942.43
9103,Teluk Wondama,Net Ekspor,2012,-274.7
1807,Way Kanan,Net Ekspor,2018,-503.73
5319,Manggarai Timur,Net Ekspor,2023,-1588.52
3302,Banyumas,Perubahan Inventori,2017,144.71
6307,Hulu Sungai Tengah,Perubahan Inventori,2021,1.21
1507,Tanjung Jabung Barat,Pengeluaran Konsumsi Rumah Tangga,2014,6850.79
